,text,class
5544,Dave Keon Fan Page Dedicated to Dave Keon and the pursuit to getting his number 14 retired by the Toronto Maple Leaf organization. ,Hockey
1680,"Cornwall Cricket Club One of New Zealand's oldest and most famous clubs provides results, news and events, and contact details. Auckland. ",Cricket
13452,"Milwaukee School of Engineering Wrestling Raiders - official site. Schedule, results, roster, coaches, photo gallery, statistics. ",Wrestling
5231,"Crescenta Valley Gymnastics Information, classes, coaches, cheer. Located in San Dimas. ",Gymnastics
4614,"Cliftonville Golf Club Located in North Belfast, Northern Ireland containing club news, results, fixture list and social events. ",Golf
250,"Wikipedia On-line, hyperlinked encyclopedia that offers season records, facts, historical information and photographs. ",Baseball
13392,"Ron Waterman Official site includes news, biography, media, photos and reviews. ",Wrestling
6828,"New World Karate, Inc. World Champion Jerry Roberts teaches kenpo karate in group and private lessons to youth, families, and adults in the Cleveland, Ohio area. ",Martial
7124,"Reno Fernley Raceway Facility includes a 1.5 mile paved road course, 1/2 mile paved oval, 1/4 mile sand drag strip, offroad course, motocross course, quad track and a 3/8 mile clay oval. Race results, points, schedule, rules, links and photo album. ",Motorsports
1780,"Eastwood Cricket Club Includes news, fixtures, results and statistics for the club based in Essex. ",Cricket
12778,Irish Snowboarders' Union Dedicated to riding the powder under the shamrock and cross-boards. ,Winter
504,"coach K world Information on Duke head coach Mike Krzyzewski including records/statistics, photos, message board, players. ",Basketball
320,"Indianapolis Blues Vintage Base Ball Team Team photo, 1867 rules, current and past schedules, statistics and roster. ",Baseball
12872,"Apex Ski Club Promotes alpine skiing for youth in the South Okanagan and based at the Apex Ski Resort. Includes club news, photos, and details about the Alcan Nancy Greene Ski League program for ages 6-11 and the Alpine Racing Program for ages 11 years and older. Also features information about the Apex Pontiac GMC Cup Downhill. ",Winter
8250,"Second City Hash House Harriers Schedules, contacts, and history of this Chicago area club. ",Running
10204,California Natural Muscle Natural bodybuilding competitions in California and throughout the US and Canada. General information about contest and its sponsors. ,Strength
11083,"St. Olaf College - Women's Track and Field Ole women's official site. News, roster, schedule, results, outlook, coaching staff, All-Americans, pictures, and links. ",Track
2536,"El Rancho I Gotcha Peruvian Paso and Paso Finos for show, breeding, and pleasure. Stud service. Located in Invermere, British Columbia. ",Equestrian
11807,"White Bear Lake Junior Olympic Volleyball Club information, schedules, rosters and a FAQ. ",Volleyball
12364,"Southern Connecticut State University Men's Swimming &amp; Diving Owls. Pictures, results, press releases, recruiting information, statistics and a roster. ",Water
524,"USA Today Women's Basketball Atlantic Coast Conference -- news, standings. ",Basketball
11178,"Hamilton College - Men's Outdoor Track and Field Continental men's outdoor official site. Outlook, schedule, results, coaching staff, roster, and links. ",Track
6237,"Vassar College Men's Lacrosse Brewers. Team history, coaching staff, related links, roster, game schedule, current standings and statistics. ",Lacrosse
4479,"Oklahoman Online Football / College The Daily Oklahoman Online Football Site containing: recent archive of stories on Oklahoma football (also Oklahoma State, and Tulsa). Out of season stories can sometimes be found using the general sports link. Links to Oklahoma University's official football site with 1999 Oklahoma schedule, roster, statistics, biographies of football coaching staff. ",Football
3281,"Great Lakes Sword Club Schedule and times, classes offered, coaches credentials, club directory and fencing information. Based in Leslie, near Lansing. ",Fencing
9967,"Gallaudet University Women's Softball Bison. Player highlights, seasonal review, scores, statistics, and a game schedule. ",Softball
11711,"Saint Joseph's College Includes schedule, roster, statistics, and coach information. Located in Indiana just outside of Rensselaer. ",Volleyball
5749,"Ontario Hockey Schools Experienced hockey coach and instructor Craig Chandler has programs for junior players in Pickering, Ontario, Canada. Accepts boys and girls from houseleague to rep level. ",Hockey
3600,DiscOver Wisconsin Disc golf courses and clubs in Wisconsin ,Flying
9487,"Fanshawe College Women's Soccer Falcons - official site with schedule, coaching staff and team photo. ",Soccer
11880,"University of Florida News, statistics and coach contacts for this college in Gainesville. ",Volleyball
10794,"Tabor College Women's Tennis Blue Jays. Contains a roster, game schedule, statistics, related links, and past results. ",Tennis
4962,"Country Club of Miami Public course located in Miami featuring two eighteen hole courses. Provides rates, scorecard, and directions. ",Golf
6301,"The Players Club Experience General information, camps, sessions, and contacts. Located in San Francisco, California, United States. ",Lacrosse
12184,"University of Virginia Women's Crew News, schedule, pictures, statistics and a roster. ",Water
12842,"Fahnestock Winter Park Cross country skiing and snowshoeing in a State Park. Information includes activities, hours of operation, ski conditions, reports, and stories. ",Winter
3839,"CaptainDrinkingBinge Ireland beach team. Forum, news, e-group, photos, player profiles and upcoming tournaments. ",Flying
3731,"Greater Rochester Area Disc Association (GRADA) A non-profit organization dedicated to the future development, promotion, and awareness of the sport of Ultimate Frisbee. ",Flying
5237,"Hawaiian Island Twisters Recreational and competitive men's and women's programs. Programs and classes, coaching staff, facility, schedule, teams, booster club, news. Located in Kaneohe. ",Gymnastics
13488,"Frisco Pro Wrestling (FPW) San Francisco, California - Includes pictures, message boards, news and results. ",Wrestling
7966,Ultimate Skirmish Paintball fields in the southern hemisphere. ,Paintball
12186,"WaveLust.com A record of surfing sessions here in Hawaii, including a journal and hundreds of amateur water photos. ",Water
3607,"St. Louis Classic Event description, lodging details, camping information and registration. ",Flying
170,"Southern Virginia University Baseball Official site of the Knights with news, schedule, roster and statistics. ",Baseball
10990,"University of West Florida Women's Tennis Argonauts. Includes a listing of players with biographies, coaching staff, recruiting details, a schedule, and results. ",Tennis
2768,"Spring Valley Sporthorses Central Kentucky farm breeding sporthorses for jumping and dressage. Includes information on their stallions, broodmares, and horses for sale. ",Equestrian
9130,St. Thomas University Women's Soccer Bobcats - official site. ,Soccer
2907,"Haras Ampascachi Offers accommodations and horses for sale. Contains photos of horses and a description of the facilities. Located in the Traslasierra Valley, Argentina. ",Equestrian
11225,"University of the Incarnate Word - Men's Track and Field News, schedule, roster and coaching staff for Crusader men's track and field. ",Track
2677,"Reichert Celebration NSBA and reining horse show. Offers class information, past winners, general information. Located in Iowa. ",Equestrian
1564,North Shore Cricket Club A club established in 1921 with several teams for players of every ability as well as a junior development program. Located in north Vancouver. ,Cricket
2774,"Treasured View Acres Breeder of Missouri Fox Trotting horses, near Twin Falls, Idaho. history, photographs, and sales. ",Equestrian
1210,Granada Bowl Livermore ,Bowling
8591,"Ice Planet NHL-sized rink for figure skating, public sessions, and hockey in Jackson, New Jersey; opening in March 2000. ",Skating
5186,"Academy of Gymnastics and Dance Teaching gymnastics at recreational and competitive levels. Programs, events, about us. Located in Henderson. ",Gymnastics
