,text,class
8095,"iSecurityShop Offers hardware and software network security products including firewalls, cryptographic softmare, antivirus, and intrusion detection systems. ",Security
4713,"Rair Used Laptop Barn Offers used laptops in Canton, Ohio. ",Hardware
5215,"Expert Data Solutions Offering web design and development, marketing, graphic design, hosting services, and hardware and software sales. ",Internet
4925,I2C Software Drivers Drivers and information on I2C. ,Hardware
2678,"HTML with Style A series of tutorials on Web page design with HTML and Cascading Style Sheets, focusing on standards compliance and backward compatibility. ",Data
6401,"USFlashMap.com Interactive USA Flash mapping solutions for Real Estate, Spacial Statistics, Business Locator Applications. ",Multimedia
8605,Goose - GNU Project - Free Software Foundation (FSF) Goose is a LGPLed C++ library dedicated to statistical computation. ,Software
7030,Productivity! for JBuilder A rich set of tools intended to greatly simplify routine coding and navigation operation. [Commercial] ,Programming
401,"An Agent-Based Environment for Integrating and Analyzing Plant Genomic Databases Agents for ontology assisted data integration and data mining from distributed, heterogeneous plant genomic databases. ",Artificial
3291,"HTML Basic Tutor Basic HTML 4.01 tags, including horizontal spacing, vertical formatting, links, images, lists, tables, headings, and doctype declaration. ",Data
3758,"Electronic Training Solutions Accelio certified FormFlow Training. Public and on-site FormFlow classes are available. Located in Virginia, United States. ",Education
3310,T171 Tutorials - HTML and Web Design Tutorial. Free HTML programming and Web site design tutorial ideal for beginners. ,Data
623,"MTC Software Describes several nesting products and their capabilities. Includes applications, support and case studies. ",CAD
6862,"OpenDS A community project building a free and comprehensive directory service, based on LDAP and DSML standards. (Java) ",Open
3923,The Fourth R Provides MS Office and MOUS courses with Microsoft Approved Courseware and is also a CompTIA partner. Pakistan. ,Education
3618,Specialized Solutions Microsoft certification training via CBT and video media. ,Education
3814,"InterNetwork Defense Cisco Premier Partner specializing in Security/VPN training and consulting. Locations in Maryland, New Jersey, New York, and headquarters in Pennsylvania, United States. ",Education
5889,"Mobilemo Provides tools for creating personal or business WAP sites. Encourages user-interactivity through WAP polls, forms, file sharing, and other interactive WAP features. ",Mobile
20,VigiPro The VigiPro solution is a recognised methodology for the implementation of a strategic intelligence process with concrete results and a software using the Intranet/Extranet environment that was specially developed to support all the activities of a strategic intelligence process. ,Artificial
5707,"Aligo Provider of mobile application servers. Developers of the M-1 Mobile Application Server, an application development and deployment platform, providing a mobile enterprise infrastructure built on Java standards. ",Mobile
5781,Momail Is a PHP script that allows user to read email on any WAP enabled device. ,Mobile
2122,"ShawData Company designs custom MS Access databases. Offers descriptions of sample programs, contact details and information about the company. ",Consultants
6118,Perfect Sound Recorder Sound recorder software that can capture audio playing in other applications. ,Multimedia
8539,ARGO Home Page Robot car with Linux operating system. ,Software
9242,"Clie Alarm Sound files. Polyphonic Sony Clie sounds, alarms of popular songs. ",Systems
2833,XML Schema validator Validates XML documents such as XHTML against the appropriate schemas. ,Data
1247,"Protonic.com Provides free, fast, and accurate online technical support by a real person. ",Companies
5157,"eReleases Specializes in targeting editors within several industries, including traditional wire service. Offers a press release writing service as well as tips on how to write and send a press release. ",Internet
2273,"NIKTEK LLC Systems integrator, with Microsoft, Novell, Compaq and Cisco. Security, configuration, management and support. Firewalls, custom programs, integration. Inhouse certified engineers in Connecticut. ",Consultants
8266,"Secure Tangent Provides network and security assessments, policy review, penetration testing, and emergency response services. ",Security
8686,Watermarker.com Products and tools for watermarking and image processing. ,Software
4686,RPG FAQ RPG Programming FAQ. ,Hardware
8773,VSE Online Makers of Internet solution software applications for the Mac. ,Software
5504,Gujarat4u - SMS send free SMS to any Idea mobile subscribers from the Gujarat state of India. ,Mobile
3197,"Neustar Administrator for the North American Number Plan (NANPA), Local Number Portability (LNPA) and for number pooling trials in several states. ",Data
5597,"iD2 PKI, public key infrastructure, smart cards. ",Mobile
4500,"AEC Technology Hewlett Packard Design Jet printers, wide format printers ",Hardware
3137,Pure PHP XHTML Validator PHP class for validating XHTML documents. Source code available under LGPL. ,Data
9359,"MacTalent.com Worldwide database of Macintosh talent. People of all disciplines seeking contract, part-time and full-time assignments. ",Systems
2568,56k=v.Unreliable News and information about 56k modems. Includes troubleshooting section. ,Data
111,"Kynogon, an Artificial Intelligence expert for the video game industry Kynogon develops advanced AI solutions for the interactive entertainment industry and takes into account the uniqueness of each game. Costs are reduced, deadlines achieved and time-to-market respected. ",Artificial
7436,"Ooura's Mathematical Software Packages Quadrature, FFT (1D &amp; 2D), Bessel functions, and GAMERF (gamma and error functions, including quadruple precision). ",Programming
3540,"Kckent Computer Services Teaching people how to use their computer to its full potential at their speed and in their home. Located in Massachusetts, United States. ",Education
2939,XSLT 2.0 and XQuery 1.0 Serialization This document was produced by groups operating under the 5 February 2004 W3C Patent Policy. ,Data
6109,"Ray West Consultancy Batteries, camera controls, Canopus, DPS, electronic design, and manufacture of prototypes and short production runs. ",Multimedia
7425,"Simple JavaScript Profiler Allows profile object-oriented scripts within HTML/XHTML pages. Works with DOM browsers like IE4+, Mozilla, Netscape 6+, Opera. ",Programming
5449,"ZURB Offers creative design, specializing in web design, information architecture, and visual design. ",Internet
7964,"University of Maribor Institute of Robotics Research is divided into three groups: industrial robotics, kinematics and simulations, and power electronics. ",Robotics
90,SUBDUE: Graph Based Knowledge Discovery A program which discovers interesting and repetitive subgraphs in labeled graph representations using the minimum description length principle. Includes applications to molecular biology. [Free] ,Artificial
346,"LeCun, Yann Handwritten recognition, convolutional networks, image compression. Noted for LeNet. ",Artificial
